Project Install Year,Contractor,County,City,Project Count by City,Project Cost,"Incentive, Dollars",Total Nameplate KW,Expected KWh Annual Production,Solicitation,Location 1
2014,Sunrise Solar Solutions LLC,Ulster,New Paltz,4,248606.93,77627.00,57.62,67636.66,PON 2112,"New Paltz, NY
(41.74611434700006, -74.07845754599998)"
2014,SolarCity(CS),Sullivan,Bloomingburg,4,270650.00,40670.00,53.35,62624.36,PON 2112,"Bloomingburg, NY
(41.557090182000024, -74.44730762999995)"
2012,Sungevity Development LLC (E),Ulster,Wallkill,5,272618.85,40507.00,36.83,43226.66,PON 2112,"Wallkill, NY
(41.60374382500004, -74.18037623899994)"
2015,Kilowatt Systems LLC,Westchester,Peekskill,6,191986.10,32230.00,44.00,51648.96,PON 2112,"Peekskill, NY
(41.29091012200007, -73.92205625499997)"
2015,SolarCity(CS),Washington,Granville,6,214443.00,35045.00,39.65,46536.88,PON 2112,"Granville, NY
(43.404661573000055, -73.26575766899998)"
2015,SunRun Inc. (E),Westchester,Ossining,7,243351.23,47388.00,60.82,71392.94,PON 2112,"Ossining, NY
(41.16338394100006, -73.86083835299996)"
2012,Arista Power Inc.,Madison,Canastota,3,76800.00,27000.00,18.00,21129.12,PON 2112,"Canastota, NY
(43.08014000700007, -75.75490778599999)"
2013,CNY Solar Inc.(CS),Madison,Canastota,4,111393.00,36334.00,28.22,33125.76,PON 2112,"Canastota, NY
(43.08014000700007, -75.75490778599999)"
2012,Solar Liberty Energy Systems Inc. (CS),Erie,Hamburg,7,953338.64,257824.00,147.45,173080.36,PON 2112,"Hamburg, NY
(42.716060207000055, -78.83210986499995)"
2013,SunRun Inc. (E),Orange,Newburgh,6,173240.00,50700.00,38.00,44605.92,PON 2112,"Newburgh, NY
(41.49994013700007, -74.01022870499997)"
2013,SunRun Inc. (E),Westchester,Cortlandt Manor,5,168713.60,44100.00,39.21,46026.27,PON 2112,"Cortlandt Manor, NY
(41.27436306100003, -73.89437704999995)"
2015,Solar Liberty Energy Systems Inc. (CS),Erie,Williamsville,4,107431.00,31220.00,31.92,37463.11,PON 2112,"Williamsville, NY
(42.96285237600006, -78.74489769499996)"
2014,SunRun Inc. (E),Rockland,Spring Valley,12,346425.00,79950.00,91.50,107406.36,PON 2112,"Spring Valley, NY
(41.12102044100004, -74.04264707399994)"
2014,SolarCity(CS),Warren,Queensbury,22,960746.00,145554.00,178.97,210035.18,PON 2112,"Queensbury, NY
(43.331960313000025, -73.67748695799997)"
2015,SunRun Inc. (E),Rockland,Congers,5,158346.17,32799.00,48.18,56555.62,PON 2112,"Congers, NY
(41.151140360000056, -73.94686795499996)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Dutchess,Fishkill,3,60122.87,12672.00,17.12,20084.40,PON 2112,"Fishkill, NY
(41.535332709000045, -73.90290843299994)"
2014,SolarCity(CS),Columbia,Hudson,5,225154.00,35186.00,43.72,51314.42,PON 2112,"Hudson, NY
(42.25282252200003, -73.79142694399997)"
2014,SolarCity(CS),Ulster,Highland,17,793065.00,104872.00,151.13,177396.58,PON 2112,"Highland, NY
(41.72125374400008, -73.96079647199997)"
2014,SolarCity(CS),Dutchess,Clinton Corners,3,135142.00,22826.00,25.07,29428.17,PON 2112,"Clinton Corners, NY
(41.82938314100005, -73.76209836799995)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Dutchess,Poughkeepsie,10,278205.60,67341.00,73.77,86582.44,PON 2112,"Poughkeepsie, NY
(41.70671171300006, -73.92936950399996)"
2012,Viola Homes dba Renewable Rochester (CS),Monroe,Fairport,3,136194.32,47432.00,27.10,31815.77,PON 2112,"Fairport, NY
(43.10097276600004, -77.44193889699994)"
2014,SunRun Inc. (E),Orange,Harriman,3,79829.50,22250.00,22.25,26117.94,PON 2112,"Harriman, NY
(41.305412140000044, -74.14926936499995)"
2014,Hudson Solar(CS),Dutchess,Poughkeepsie,5,250877.70,47472.00,50.42,59189.71,PON 2112,"Poughkeepsie, NY
(41.70671171300006, -73.92936950399996)"
2014,Solar Liberty Energy Systems Inc. (CS),Erie,Tonawanda,3,420405.00,95394.00,78.22,91811.89,PON 2112,"Tonawanda, NY
(43.018833191000056, -78.88636572999997)"
2014,Sungevity Development LLC (E),Ulster,New Paltz,7,216921.15,42383.00,48.21,56584.95,PON 2112,"New Paltz, NY
(41.74611434700006, -74.07845754599998)"
2013,SunRun Inc. (E),Rockland,New City,11,289269.80,86230.00,66.76,78359.69,PON 2112,"New City, NY
(41.148281747000055, -74.00979746799999)"
2015,Sea Bright Solar LLC,Kings,Brooklyn,3,73740.00,9660.00,9.67,11339.29,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2013,NRG Residential Solar Solutions LLC (E)(CS),Westchester,rye brook,3,70339.01,26280.40,19.16,22490.78,PON 2112,"rye brook, NY
(41.00513321900007, -73.68259956499998)"
2013,Solar Liberty Energy Systems Inc. (CS),Erie,East Amherst,4,166533.00,63777.00,43.03,50504.47,PON 2112,"East Amherst, NY
(43.02620423500008, -78.69697701499996)"
2015,CIR Electrical Construction Corp,Niagara,Lockport,4,113548.00,30825.00,34.14,40074.89,PON 2112,"Lockport, NY
(43.169192716000055, -78.69536765499998)"
2012,SolarCity(CS),Albany,Watervliet,3,161366.00,43050.00,26.80,31458.91,PON 2112,"Watervliet, NY
(42.725783051000064, -73.70047590299998)"
2014,Monolith Solar Associates LLC(CS),Warren,Queensbury,3,628775.00,179971.00,157.95,185408.03,PON 2112,"Queensbury, NY
(43.331960313000025, -73.67748695799997)"
2014,EmPower CES LLC,Kings,Brooklyn,16,573520.39,87097.00,70.88,83171.27,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2012,Direct Energy Solar (E) (CS),Monroe,Rochester,3,104324.00,33495.00,20.72,24316.10,PON 2112,"Rochester, NY
(43.155802133000066, -77.61631877899998)"
2014,Kilowatt Systems LLC,Rockland,New City,3,103968.37,19382.00,23.75,27878.70,PON 2112,"New City, NY
(41.148281747000055, -74.00979746799999)"
2011,Best Energy Power (CS),Richmond,STATEN ISLAND,5,309554.00,83398.00,52.82,61997.53,PON 2112,"STATEN ISLAND, NY
(40.64244049200005, -74.07527883899996)"
2014,SolarCity(CS),Albany,Albany,70,2402612.00,375848.00,447.94,525680.77,PON 2112,"Albany, NY
(42.65155245500006, -73.75520746399997)"
2015,SunRun Inc. (E),Dutchess,Fishkill,3,83780.00,15824.00,21.85,25648.40,PON 2112,"Fishkill, NY
(41.535332709000045, -73.90290843299994)"
2013,SolarCity(CS),Westchester,White Plains,10,415344.00,83546.00,82.28,96560.08,PON 2112,"White Plains, NY
(41.03354152700007, -73.76414785599997)"
2012,Skyline Solar Inc.,Oswego,Fulton,3,162479.00,57375.00,33.66,39511.46,PON 2112,"Fulton, NY
(43.32113048000008, -76.41483854499995)"
2014,SolarCity(CS),Orange,Montgomery,3,133900.00,24301.00,26.78,31435.44,PON 2112,"Montgomery, NY
(41.52723256200005, -74.23719729899994)"
2015,SolarCity(CS),Rensselaer,Nassau,12,654976.00,74422.00,116.98,137292.32,PON 2112,"Nassau, NY
(42.51635291900004, -73.61092971699998)"
2014,Sungevity Development LLC (E),Orange,New Windsor,7,226384.35,44915.00,50.88,59707.37,PON 2112,"New Windsor, NY
(41.47737353800005, -74.02278793399995)"
2015,Direct Energy Solar (E) (CS),Tompkins,Lansing,6,205970.00,46821.00,50.71,59519.56,PON 2112,"Lansing, NY
(42.486922090000064, -76.48780654899997)"
2012,New York Light Energy,Rensselaer,Troy,10,2941996.30,703813.50,475.56,558231.37,PON 2112,"Troy, NY
(42.73449226400004, -73.68808561299994)"
2014,SunRun Inc. (E),Queens,New Hyde Park,5,140086.00,30110.00,27.30,32045.84,PON 2112,"New Hyde Park, NY
(40.73354268800006, -73.68063899099997)"
2012,Triangle Electrical Systems Inc.(CS),Clinton,Chazy,4,135210.00,45500.00,35.64,41835.66,PON 2112,"Chazy, NY
(44.88550350000003, -73.43505606499997)"
2014,Sungevity Development LLC (E),Dutchess,Pleasant Valley,3,129040.20,26886.00,30.05,35273.89,PON 2112,"Pleasant Valley, NY
(42.39417052300007, -77.25790730299997)"
2015,SolarCity(CS),Dutchess,Rhinebeck,7,252420.00,33199.00,46.22,54231.40,PON 2112,"Rhinebeck, NY
(41.92699390800004, -73.91076850899998)"
2014,Sungevity Development LLC (E),Orange,Chester,5,102178.00,22660.00,22.86,26833.98,PON 2112,"Chester, NY
(41.36149076100003, -74.27361683799995)"
2013,Solar Liberty Energy Systems Inc. (CS),Erie,Grand Island,5,450116.27,122593.00,84.23,98860.79,PON 2112,"Grand Island, NY
(43.03073000300003, -78.96591788299997)"
2014,SunRun Inc. (E),Orange,Westtown,3,85820.50,23000.00,23.00,26998.32,PON 2112,"Westtown, NY
(41.33460289900006, -74.54272664399997)"
2013,Sungevity Development LLC (E),Oneida,Clinton,6,187395.60,43873.00,33.82,39687.53,PON 2112,"Clinton, NY
(43.04825068200006, -75.37877557199994)"
2015,RGS Energy,Schenectady,Schenectady,3,71824.50,12843.00,14.49,17008.94,PON 2112,"Schenectady, NY
(42.81225278100004, -73.94101735499999)"
2015,Rural Generation & Wind,Erie,North Collins,3,404110.00,72120.00,97.40,114332.01,PON 2112,"North Collins, NY
(42.59468249100007, -78.94094613599998)"
2014,SunRun Inc. (E),Rockland,Garnerville,10,249885.50,61784.00,66.37,77907.76,PON 2112,"Garnerville, NY
(41.20728122200006, -73.99601565999996)"
2015,CNY Solar Inc.(CS),Onondaga,jamesville,8,170584.00,44160.00,50.44,59185.01,PON 2112,"jamesville, NY
(42.99141183900008, -76.06967983299995)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Rockland,Garnerville,3,70979.45,16038.00,19.28,22625.77,PON 2112,"Garnerville, NY
(41.20728122200006, -73.99601565999996)"
2015,SolarCity(CS),Rensselaer,Troy,37,1292811.73,160468.00,241.49,283406.06,PON 2112,"Troy, NY
(42.73449226400004, -73.68808561299994)"
2015,SolarCity(CS),Rockland,Spring Valley,5,227612.00,23639.00,40.65,47710.73,PON 2112,"Spring Valley, NY
(41.12102044100004, -74.04264707399994)"
2015,Direct Energy Solar (E) (CS),Tompkins,Freeville,3,115101.00,28229.00,31.37,36817.50,PON 2112,"Freeville, NY
(42.512774094000065, -76.34385778799998)"
2015,Camden LLC,Oneida,Camden,6,259385.00,52756.00,60.33,70817.77,PON 2112,"Camden, NY
(43.33590368900008, -75.74740781499997)"
2012,Solar Liberty Energy Systems Inc. (CS),Erie,West Seneca,3,409238.88,126870.00,79.48,93296.80,PON 2112,"West Seneca, NY
(42.84985044200005, -78.80010939599998)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Queens,Springfield Gardens,3,62300.50,13770.00,13.77,16163.78,PON 2112,"Springfield Gardens, NY
(40.66318433600003, -73.76925601599999)"
2015,SolarCity(CS),Orange,Campbell Hall,4,234192.00,29350.00,41.83,49089.99,PON 2112,"Campbell Hall, NY
(41.45641185200003, -74.26004842599997)"
2015,Sungevity Inc. (E),Orange,Chester,4,74160.97,15075.00,19.75,23183.33,PON 2112,"Chester, NY
(41.36149076100003, -74.27361683799995)"
2015,SunPower Capital LLC (E),Queens,Jamaica,7,242243.00,38144.00,44.49,52203.02,PON 2112,"Jamaica, NY
(40.70178228900005, -73.80841857999997)"
2012,Arista Power Inc.,Madison,Cazenovia,3,67225.00,22500.00,15.00,17607.60,PON 2112,"Cazenovia, NY
(42.929602653000074, -75.84844624999994)"
2012,Direct Energy Solar (E) (CS),Niagara,Niagara Falls,5,161288.00,49575.00,33.19,38959.76,PON 2112,"Niagara Falls, NY
(43.09548227200003, -79.05581972799996)"
2014,CNY Solar Inc.(CS),Onondaga,Dewitt,3,69967.00,19485.00,19.49,22872.27,PON 2112,"Dewitt, NY
(43.038710114000025, -76.07378770099996)"
2014,SolarCity(CS),Albany,Latham,22,895955.00,127351.00,170.51,200104.50,PON 2112,"Latham, NY
(42.744121747000065, -73.76181828599994)"
2012,SolarCity(CS),Saratoga,Clifton Park,4,103594.50,24066.10,20.49,24051.98,PON 2112,"Clifton Park, NY
(42.866953221000074, -73.77180787399993)"
2013,SolarCity(CS),Saratoga,Ballston Spa,3,117869.50,30429.00,23.28,27321.12,PON 2112,"Ballston Spa, NY
(43.00241061100007, -73.85151562699997)"
2014,SolarCity(CS),Dutchess,Poughkeepsie,29,884179.00,124702.00,171.47,201272.47,PON 2112,"Poughkeepsie, NY
(41.70671171300006, -73.92936950399996)"
2013,Monolith Solar Associates LLC(CS),Ulster,Lake Katrine,3,325194.00,97900.00,65.30,76651.76,PON 2112,"Lake Katrine, NY
(41.99856150200003, -73.99912768099995)"
2015,Sunrise Solar Solutions LLC,Westchester,Cortlandt Manor,3,91480.26,18645.00,20.39,23928.72,PON 2112,"Cortlandt Manor, NY
(41.27436306100003, -73.89437704999995)"
2013,Monolith Solar Associates LLC(CS),Saratoga,Mechanicville,4,247473.00,73864.00,51.61,60581.88,PON 2112,"Mechanicville, NY
(42.90405295900007, -73.68538704599996)"
2015,SolarCity(CS),Columbia,Valatie,8,411362.00,47288.00,73.45,86212.68,PON 2112,"Valatie, NY
(42.41338058500003, -73.67734913999993)"
2014,SunRun Inc. (E),Richmond,Staten Island,59,1458562.58,365184.00,319.72,375253.19,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Westchester,White Plains,5,104748.41,18993.00,28.37,33290.10,PON 2112,"White Plains, NY
(41.03354152700007, -73.76414785599997)"
2015,SolarCity(CS),Albany,Slingerlands,13,465473.90,55516.00,83.61,98144.75,PON 2112,"Slingerlands, NY
(42.62901253000007, -73.86620881199997)"
2014,SunRun Inc. (E),Rockland,New City,12,354117.86,81619.00,91.39,107265.50,PON 2112,"New City, NY
(41.148281747000055, -74.00979746799999)"
2011,Hudson Valley Clean Energy,Dutchess,Hopewell Junction,3,78250.00,22032.50,12.59,14778.64,PON 2112,"Hopewell Junction, NY
(41.575402204000056, -73.80723601199998)"
2013,SolarCity(CS),Warren,Lake George,4,97181.40,19158.00,18.72,21974.29,PON 2112,"Lake George, NY
(43.42823291000008, -73.71166584199995)"
2013,Fourth Coast Inc.,Jefferson,Clayton,3,83415.00,27070.00,19.98,23453.32,PON 2112,"Clayton, NY
(44.23678046300006, -76.08211902599999)"
2013,Solar Liberty Energy Systems Inc. (CS),Erie,Williamsville,5,116789.25,43983.00,30.86,36218.83,PON 2112,"Williamsville, NY
(42.96285237600006, -78.74489769499996)"
2015,SolarCity(CS),Ulster,Kingston,14,591426.00,63840.00,106.56,125060.93,PON 2112,"Kingston, NY
(41.926713826000025, -73.99649580099998)"
2014,SunRun Inc. (E),Queens,Oakland Gardens,4,86728.00,20591.00,17.21,20201.78,PON 2112,"Oakland Gardens, NY
(40.74886272400005, -73.75657675299993)"
2012,New York Light Energy,Albany,Albany,9,1965540.64,604350.00,430.50,505338.12,PON 2112,"Albany, NY
(42.65155245500006, -73.75520746399997)"
2015,SunRun Inc. (E),Westchester,White Plains,6,160081.75,30650.00,39.79,46707.09,PON 2112,"White Plains, NY
(41.03354152700007, -73.76414785599997)"
2013,Sungevity Development LLC (E),Westchester,White Plains,4,121847.05,27051.00,20.47,24016.76,PON 2112,"White Plains, NY
(41.03354152700007, -73.76414785599997)"
2014,Solar Liberty Energy Systems Inc. (CS),Tompkins,Ithaca,44,2025124.06,546270.00,401.60,471391.84,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2013,SolarCity(CS),Montgomery,Esperance,3,82612.00,14553.00,16.47,19333.15,PON 2112,"Esperance, NY
(42.76296281200007, -74.26079975699997)"
2012,Go Solar / Green NY LLC,Kings,Brooklyn,4,147552.87,35678.00,23.35,27400.94,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2015,SolarCity(CS),Albany,Selkirk,7,288092.00,31093.00,51.47,60388.20,PON 2112,"Selkirk, NY
(43.57383104300004, -76.20211856199995)"
2013,SunRun Inc. (E),Dutchess,Poughkeepsie,4,108205.00,31103.00,24.00,28172.16,PON 2112,"Poughkeepsie, NY
(41.70671171300006, -73.92936950399996)"
2015,SunRun Inc. (E),Rockland,Monsey,4,127365.36,25423.00,39.38,46225.82,PON 2112,"Monsey, NY
(41.10943038500005, -74.06910814599996)"
2012,Solar Liberty Energy Systems Inc. (CS),Tompkins,Ithaca,4,514580.00,139778.00,79.91,93795.68,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2014,SolarCity(CS),Washington,Hudson Falls,4,164538.00,29791.00,30.74,36077.97,PON 2112,"Hudson Falls, NY
(43.30447227500008, -73.58406852899998)"
2015,SolarCity(CS),Rensselaer,Johnsonville,5,220443.94,26330.00,39.37,46208.20,PON 2112,"Johnsonville, NY
(42.91426038900005, -73.51398581299998)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Bronx,Bronx,11,223224.80,45266.00,48.04,56385.38,PON 2112,"Bronx, NY
(40.82600083600005, -73.92308766699995)"
2014,SunRun Inc. (E),Westchester,Mount Vernon,3,54578.00,13094.00,13.91,16328.11,PON 2112,"Mount Vernon, NY
(42.75431139300008, -78.88954888399996)"
2014,SolarCity(CS),Westchester,Pleasantville,5,156676.00,24573.00,30.31,35573.23,PON 2112,"Pleasantville, NY
(41.13436212100004, -73.79168924299995)"
2012,SolarCity(CS),Westchester,Yonkers,5,171140.00,40910.20,34.40,40380.09,PON 2112,"Yonkers, NY
(40.932992123000076, -73.89873832499995)"
2012,Fourth Coast Inc.,Jefferson,Clayton,9,569850.00,199101.00,116.77,137071.66,PON 2112,"Clayton, NY
(44.23678046300006, -76.08211902599999)"
2012,SunPower SolarProgram I LLC,Erie,Williamsville,4,138975.00,41252.00,27.51,32281.78,PON 2112,"Williamsville, NY
(42.96285237600006, -78.74489769499996)"
2015,Hudson Solar(CS),Dutchess,Rhinebeck,6,267206.00,44670.00,51.55,60511.46,PON 2112,"Rhinebeck, NY
(41.92699390800004, -73.91076850899998)"
2013,SolarCity(CS),Orange,Monroe,4,110731.00,29661.00,22.18,26029.90,PON 2112,"Monroe, NY
(41.328121003000035, -74.18712932499994)"
2013,Hudson Solar(CS),Dutchess,Poughkeepsie,5,150596.53,39485.00,27.85,32691.45,PON 2112,"Poughkeepsie, NY
(41.70671171300006, -73.92936950399996)"
2012,SolarCity(CS),Dutchess,Poughkeepsie,8,280932.00,65421.40,54.96,64514.24,PON 2112,"Poughkeepsie, NY
(41.70671171300006, -73.92936950399996)"
2014,SunPower Capital LLC (E),Orange,Chester,4,148991.00,33188.00,29.15,34218.61,PON 2112,"Chester, NY
(41.36149076100003, -74.27361683799995)"
2015,SolarCity(CS),Washington,Hudson Falls,4,202657.40,17450.00,36.16,42446.05,PON 2112,"Hudson Falls, NY
(43.30447227500008, -73.58406852899998)"
2013,SolarCity(CS),Albany,slingerlands,4,253109.50,42990.00,50.48,59243.71,PON 2112,"slingerlands, NY
(42.62901253000007, -73.86620881199997)"
2014,Hudson Solar(CS),Columbia,Ghent,4,200780.00,39172.00,37.90,44488.53,PON 2112,"Ghent, NY
(42.33163223500003, -73.61196557599999)"
2014,Renovus Energy Inc. (E) (CS),Tompkins,Spencer,3,110637.83,26675.00,21.58,25326.78,PON 2112,"Spencer, NY
(42.21370441600004, -76.49245679799998)"
2014,Sunrise Solar Solutions LLC,Westchester,Briarcliff Manor,6,724169.06,184242.00,168.74,198056.15,PON 2112,"Briarcliff Manor, NY
(41.14961102400008, -73.82978927299996)"
2015,Kilowatt Systems LLC,Orange,Pine Bush,4,166713.72,34628.00,42.75,50181.66,PON 2112,"Pine Bush, NY
(41.61103040000006, -74.30076699999995)"
2014,Sungevity Development LLC (E),Orange,Montgomery,3,88075.00,15630.00,19.50,22889.88,PON 2112,"Montgomery, NY
(41.52723256200005, -74.23719729899994)"
2015,Sustainable Energy Developments Inc.(CS),Monroe,Rochester,5,99842.00,23464.00,27.16,31881.48,PON 2112,"Rochester, NY
(43.155802133000066, -77.61631877899998)"
2014,Sungevity Development LLC (E),Bronx,Bronx,5,98210.40,24781.00,20.99,24638.89,PON 2112,"Bronx, NY
(40.82600083600005, -73.92308766699995)"
2015,SunPower Capital LLC (E),Orange,Montgomery,3,190065.00,33877.00,39.90,46829.18,PON 2112,"Montgomery, NY
(41.52723256200005, -74.23719729899994)"
2015,Sunrise Solar Solutions LLC,Westchester,Croton on Hudson,3,134528.05,24724.00,30.93,36295.14,PON 2112,"Croton on Hudson, NY
(41.20718341600008, -73.88828637999995)"
2015,Direct Energy Solar (E) (CS),Tompkins,Newfield,6,259880.25,60282.00,68.54,80449.12,PON 2112,"Newfield, NY
(42.358693481000046, -76.60005715199998)"
2014,SunRun Inc. (E),Orange,New Hampton,3,85412.50,25000.00,20.50,24063.72,PON 2112,"New Hampton, NY
(41.41184326400003, -74.39448773999999)"
2014,Lighthouse Solar (CS),Ulster,New Paltz,15,483262.00,128715.00,128.72,151090.83,PON 2112,"New Paltz, NY
(41.74611434700006, -74.07845754599998)"
2014,Monolith Solar Associates LLC(CS),Rensselaer,Rensselaer,5,1040171.93,306966.00,269.00,315757.10,PON 2112,"Rensselaer, NY
(42.64472379100005, -73.74126560899998)"
2014,Alternative Power Solutions of NY LLC (CS),St. Lawrence,Ogdensburg,3,182750.00,50260.00,44.50,52235.88,PON 2112,"Ogdensburg, NY
(44.693843009000034, -75.48959909099995)"
2014,SolarCity(CS),Westchester,White Plains,25,834825.00,122631.00,159.50,187221.61,PON 2112,"White Plains, NY
(41.03354152700007, -73.76414785599997)"
2015,O'Connell Electric Company(CS),Ontario,Bloomfield,3,292118.00,113494.00,120.15,141036.87,PON 2112,"Bloomfield, NY
(42.89791338600003, -77.43140692799994)"
2015,Lighthouse Solar (CS),Ulster,New Paltz,6,209753.00,51092.00,52.41,61509.21,PON 2112,"New Paltz, NY
(41.74611434700006, -74.07845754599998)"
2012,SolarCity(CS),Rensselaer,Rensselaer,6,174012.45,46348.00,34.36,40333.14,PON 2112,"Rensselaer, NY
(42.64472379100005, -73.74126560899998)"
2013,SolarCity(CS),Westchester,Bronxville,3,143325.00,22246.00,28.42,33360.53,PON 2112,"Bronxville, NY
(40.93606413300006, -73.83121635699996)"
2014,SolarCity(CS),Dutchess,Hopewell Junction,20,786775.00,128290.00,151.48,177807.41,PON 2112,"Hopewell Junction, NY
(41.575402204000056, -73.80723601199998)"
2012,Solar Liberty Energy Systems Inc. (CS),Erie,Buffalo,27,3081906.89,1045212.00,615.52,722512.61,PON 2112,"Buffalo, NY
(42.88544307300003, -78.87845675099999)"
2011,Hudson Valley Clean Energy,Ulster,New Paltz,4,133528.50,30376.00,19.13,22455.55,PON 2112,"New Paltz, NY
(41.74611434700006, -74.07845754599998)"
2013,SunRun Inc. (E),Rockland,monsey,14,497931.45,142175.00,119.44,140179.98,PON 2112,"monsey, NY
(41.10943038500005, -74.06910814599996)"
2011,Alteris RPS LLC,Columbia,Ghent,3,222509.83,67235.00,38.98,45750.42,PON 2112,"Ghent, NY
(42.33163223500003, -73.61196557599999)"
